sample_index,time_s,voltage_mV
6233,12.466,2.79231
6234,12.468,2.78828
6235,12.47,2.77619
6236,12.472,2.78344
6237,12.474,2.78264
6238,12.476,2.78667
6239,12.478,2.79795
6240,12.48,2.78667
6241,12.482,2.78022
6242,12.484,2.78586
6243,12.486,2.79311
6244,12.488,2.78022
6245,12.49,2.78103
6246,12.492,2.78425
6247,12.494,2.78103
6248,12.496,2.76571
6249,12.498,2.77377
6250,12.5,2.75846
6251,12.502,2.7641
6252,12.504,2.74315
6253,12.506,2.73187
6254,12.508,2.73267
6255,12.51,2.72623
6256,12.512,2.72623
6257,12.514,2.71414
6258,12.516,2.70608
6259,12.518,2.70286
6260,12.52,2.70689
6261,12.522,2.7093
6262,12.524,2.70689
6263,12.526,2.71978
6264,12.528,2.7222
6265,12.53,2.71495
6266,12.532,2.70608
6267,12.534,2.69399
6268,12.536,2.71333
6269,12.538,2.70608
6270,12.54,2.69883
6271,12.542,2.69158
6272,12.544,2.67707
6273,12.546,2.66015
6274,12.548,2.65531
6275,12.55,2.66015
6276,12.552,2.65289
6277,12.554,2.65853
6278,12.556,2.65209
6279,12.558,2.64886
6280,12.56,2.64242
6281,12.562,2.63758
6282,12.564,2.63355
6283,12.566,2.63436
6284,12.568,2.63436
6285,12.57,2.62711
6286,12.572,2.62066
6287,12.574,2.61663
6288,12.576,2.62549
6289,12.578,2.61905
6290,12.58,2.61099
6291,12.582,2.61744
6292,12.584,2.60777
6293,12.586,2.60212
6294,12.588,2.59487
6295,12.59,2.58762
6296,12.592,2.58278
6297,12.594,2.57714
6298,12.596,2.58117
6299,12.598,2.56586
6300,12.6,2.56586
6301,12.602,2.55538
6302,12.604,2.55458
6303,12.606,2.55377
6304,12.608,2.54652
6305,12.61,2.5441
6306,12.612,2.54491
6307,12.614,2.5304
6308,12.616,2.54088
6309,12.618,2.53363
6310,12.62,2.5304
6311,12.622,2.51912
6312,12.624,2.52476
6313,12.626,2.5167
6314,12.628,2.51429
6315,12.63,2.51912
6316,12.632,2.52234
6317,12.634,2.51751
6318,12.636,2.5167
6319,12.638,2.50784
6320,12.64,2.50623
6321,12.642,2.49172
6322,12.644,2.49011
6323,12.646,2.49092
6324,12.648,2.48125
6325,12.65,2.47722
6326,12.652,2.46755
6327,12.654,2.46432
6328,12.656,2.46674
6329,12.658,2.46593
6330,12.66,2.46835
6331,12.662,2.47077
6332,12.664,2.48366
6333,12.666,2.49333
6334,12.668,2.49011
6335,12.67,2.48689
6336,12.672,2.48366
6337,12.674,2.48044
6338,12.676,2.48286
6339,12.678,2.49253
6340,12.68,2.49817
6341,12.682,2.50059
6342,12.684,2.49575
6343,12.686,2.50059
6344,12.688,2.50381
6345,12.69,2.4893
6346,12.692,2.48689
6347,12.694,2.47641
6348,12.696,2.45385
6349,12.698,2.46352
6350,12.7,2.47238
6351,12.702,2.47722
6352,12.704,2.47963
6353,12.706,2.47077
6354,12.708,2.4619
6355,12.71,2.46432
6356,12.712,2.46029
6357,12.714,2.46432
6358,12.716,2.45788
6359,12.718,2.45949
6360,12.72,2.45707
6361,12.722,2.46996
6362,12.724,2.46432
6363,12.726,2.46674
6364,12.728,2.46593
6365,12.73,2.46755
6366,12.732,2.45868
6367,12.734,2.47077
6368,12.736,2.46271
6369,12.738,2.46835
6370,12.74,2.47238
6371,12.742,2.47238
6372,12.744,2.47077
6373,12.746,2.46432
6374,12.748,2.47077
6375,12.75,2.46674
6376,12.752,2.46432
6377,12.754,2.46755
6378,12.756,2.46352
6379,12.758,2.46352
6380,12.76,2.46674
6381,12.762,2.4611
6382,12.764,2.45385
6383,12.766,2.46996
6384,12.768,2.45868
6385,12.77,2.46674
6386,12.772,2.4611
6387,12.774,2.45223
6388,12.776,2.45465
6389,12.778,2.45143
6390,12.78,2.4611
6391,12.782,2.45868
6392,12.784,2.46755
6393,12.786,2.45868
6394,12.788,2.46513
6395,12.79,2.4611
6396,12.792,2.4619
6397,12.794,2.47641
6398,12.796,2.46432
6399,12.798,2.45707
6400,12.8,2.44982
6401,12.802,2.45385
6402,12.804,2.46593
6403,12.806,2.45385
6404,12.808,2.46432
6405,12.81,2.45546
6406,12.812,2.45868
6407,12.814,2.45546
6408,12.816,2.46835
6409,12.818,2.46029
6410,12.82,2.45868
6411,12.822,2.46593
6412,12.824,2.47399
6413,12.826,2.47238
6414,12.828,2.47077
6415,12.83,2.46916
6416,12.832,2.46916
6417,12.834,2.47399
6418,12.836,2.46996
6419,12.838,2.45143
6420,12.84,2.46432
6421,12.842,2.46432
6422,12.844,2.46755
6423,12.846,2.48286
6424,12.848,2.46674
6425,12.85,2.45385
6426,12.852,2.45546
6427,12.854,2.46271
6428,12.856,2.45465
6429,12.858,2.45949
6430,12.86,2.44821
6431,12.862,2.45143
6432,12.864,2.45385
6433,12.866,2.45626
6434,12.868,2.4474
6435,12.87,2.45304
6436,12.872,2.43531
6437,12.874,2.44982
6438,12.876,2.46432
6439,12.878,2.4619
6440,12.88,2.47722
6441,12.882,2.46835
6442,12.884,2.45868
6443,12.886,2.4611
6444,12.888,2.46271
6445,12.89,2.45304
6446,12.892,2.45385
6447,12.894,2.46432
6448,12.896,2.46352
6449,12.898,2.45143
6450,12.9,2.45223
6451,12.902,2.45626
6452,12.904,2.44821
6453,12.906,2.45868
6454,12.908,2.44901
6455,12.91,2.45546
6456,12.912,2.45304
6457,12.914,2.45868
6458,12.916,2.45707
6459,12.918,2.46432
6460,12.92,2.44418
6461,12.922,2.45949
6462,12.924,2.45465
6463,12.926,2.45465
6464,12.928,2.45626
6465,12.93,2.45223
6466,12.932,2.45143
6467,12.934,2.45788
6468,12.936,2.46432
6469,12.938,2.46996
6470,12.94,2.45546
6471,12.942,2.45385
6472,12.944,2.46271
6473,12.946,2.45707
6474,12.948,2.46271
6475,12.95,2.45868
6476,12.952,2.45143
6477,12.954,2.45223
6478,12.956,2.44901
6479,12.958,2.43853
6480,12.96,2.44579
6481,12.962,2.44659
6482,12.964,2.44095
6483,12.966,2.44418
6484,12.968,2.44579
6485,12.97,2.44659
6486,12.972,2.44579
6487,12.974,2.44015
6488,12.976,2.43773
6489,12.978,2.42886
6490,12.98,2.42806
6491,12.982,2.44418
6492,12.984,2.44579
6493,12.986,2.44176
6494,12.988,2.43612
6495,12.99,2.44901
6496,12.992,2.45465
6497,12.994,2.44821
6498,12.996,2.45385
6499,12.998,2.45788
6500,13.0,2.45304
6501,13.002,2.44982
6502,13.004,2.44498
6503,13.006,2.43773
6504,13.008,2.42967
6505,13.01,2.41839
6506,13.012,2.42806
6507,13.014,2.42484
6508,13.016,2.4474
6509,13.018,2.43692
6510,13.02,2.42564
6511,13.022,2.43853
6512,13.024,2.43048
6513,13.026,2.42725
6514,13.028,2.43209
6515,13.03,2.42806
6516,13.032,2.4337
6517,13.034,2.42886
6518,13.036,2.43209
6519,13.038,2.42645
6520,13.04,2.43048
6521,13.042,2.43209
6522,13.044,2.43451
6523,13.046,2.4474
6524,13.048,2.44498
6525,13.05,2.44015
6526,13.052,2.41758
6527,13.054,2.41597
6528,13.056,2.42564
6529,13.058,2.41919
6530,13.06,2.44256
6531,13.062,2.44498
6532,13.064,2.43209
6533,13.066,2.42967
6534,13.068,2.44659
6535,13.07,2.44418
6536,13.072,2.45143
6537,13.074,2.43289
6538,13.076,2.41194
6539,13.078,2.42242
6540,13.08,2.43612
6541,13.082,2.44256
6542,13.084,2.43289
6543,13.086,2.44337
6544,13.088,2.44095
6545,13.09,2.42322
6546,13.092,2.43048
6547,13.094,2.43451
6548,13.096,2.42403
6549,13.098,2.41758
6550,13.1,2.41919
6551,13.102,2.41194
6552,13.104,2.41839
6553,13.106,2.42161
6554,13.108,2.41597
6555,13.11,2.42322
6556,13.112,2.42161
6557,13.114,2.43128
6558,13.116,2.42806
6559,13.118,2.43692
6560,13.12,2.43289
6561,13.122,2.43612
6562,13.124,2.43048
6563,13.126,2.43128
6564,13.128,2.43128
6565,13.13,2.42322
6566,13.132,2.42806
6567,13.134,2.42967
6568,13.136,2.43451
6569,13.138,2.44095
6570,13.14,2.43451
6571,13.142,2.44176
6572,13.144,2.43451
6573,13.146,2.42886
6574,13.148,2.43048
6575,13.15,2.43209
6576,13.152,2.42403
6577,13.154,2.41275
6578,13.156,2.41678
6579,13.158,2.41758
6580,13.16,2.41597
6581,13.162,2.41839
6582,13.164,2.43128
6583,13.166,2.42
6584,13.168,2.42564
6585,13.17,2.41758
6586,13.172,2.4063
6587,13.174,2.41194
6588,13.176,2.39985
6589,13.178,2.40549
6590,13.18,2.40308
6591,13.182,2.40872
6592,13.184,2.41355
6593,13.186,2.42
6594,13.188,2.43209
6595,13.19,2.44015
6596,13.192,2.43934
6597,13.194,2.43128
6598,13.196,2.41355
6599,13.198,2.41758
6600,13.2,2.41033
6601,13.202,2.41678
6602,13.204,2.41758
6603,13.206,2.40872
6604,13.208,2.41516
6605,13.21,2.42564
6606,13.212,2.42806
6607,13.214,2.43209
6608,13.216,2.42242
6609,13.218,2.41436
6610,13.22,2.42161
6611,13.222,2.4337
6612,13.224,2.43209
6613,13.226,2.42886
6614,13.228,2.44176
6615,13.23,2.45626
6616,13.232,2.44498
6617,13.234,2.44256
6618,13.236,2.44256
6619,13.238,2.43531
6620,13.24,2.44176
6621,13.242,2.42725
6622,13.244,2.42161
6623,13.246,2.41597
6624,13.248,2.41678
6625,13.25,2.41839
6626,13.252,2.41355
6627,13.254,2.41436
6628,13.256,2.42
6629,13.258,2.42564
6630,13.26,2.41355
6631,13.262,2.42403
6632,13.264,2.41194
6633,13.266,2.41275
6634,13.268,2.42161
6635,13.27,2.42242
6636,13.272,2.41516
6637,13.274,2.4063
6638,13.276,2.41114
6639,13.278,2.41758
6640,13.28,2.41919
6641,13.282,2.42806
6642,13.284,2.41839
6643,13.286,2.42564
6644,13.288,2.43289
6645,13.29,2.42564
6646,13.292,2.41033
6647,13.294,2.4063
6648,13.296,2.41516
6649,13.298,2.41758
6650,13.3,2.40388
6651,13.302,2.40308
6652,13.304,2.40872
6653,13.306,2.41597
6654,13.308,2.4063
6655,13.31,2.40872
6656,13.312,2.40147
6657,13.314,2.4063
6658,13.316,2.40952
6659,13.318,2.41436
6660,13.32,2.40711
6661,13.322,2.41597
6662,13.324,2.42403
6663,13.326,2.41275
6664,13.328,2.4063
6665,13.33,2.42725
6666,13.332,2.43853
6667,13.334,2.44256
6668,13.336,2.44095
6669,13.338,2.43128
6670,13.34,2.43531
6671,13.342,2.42886
6672,13.344,2.41758
6673,13.346,2.42403
6674,13.348,2.43048
6675,13.35,2.41516
6676,13.352,2.43048
6677,13.354,2.41758
6678,13.356,2.42806
6679,13.358,2.42564
6680,13.36,2.42081
6681,13.362,2.41839
6682,13.364,2.41436
6683,13.366,2.41839
6684,13.368,2.41516
6685,13.37,2.40469
6686,13.372,2.41758
6687,13.374,2.40388
6688,13.376,2.40147
6689,13.378,2.41355
6690,13.38,2.41275
6691,13.382,2.41275
6692,13.384,2.41275
6693,13.386,2.41194
6694,13.388,2.43209
6695,13.39,2.42886
6696,13.392,2.43209
6697,13.394,2.43209
6698,13.396,2.43128
6699,13.398,2.43048
6700,13.4,2.42242
6701,13.402,2.42081
6702,13.404,2.41919
6703,13.406,2.43128
6704,13.408,2.43853
6705,13.41,2.42161
6706,13.412,2.42081
6707,13.414,2.41839
6708,13.416,2.41033
6709,13.418,2.40872
6710,13.42,2.40872
6711,13.422,2.41516
6712,13.424,2.41758
6713,13.426,2.41919
6714,13.428,2.41919
6715,13.43,2.41033
6716,13.432,2.41194
6717,13.434,2.41355
6718,13.436,2.42806
6719,13.438,2.42322
6720,13.44,2.43451
6721,13.442,2.42242
6722,13.444,2.42886
6723,13.446,2.43531
6724,13.448,2.43612
6725,13.45,2.43289
6726,13.452,2.43289
6727,13.454,2.42161
6728,13.456,2.41194
6729,13.458,2.42081
6730,13.46,2.42806
6731,13.462,2.42161
6732,13.464,2.43048
6733,13.466,2.42242
6734,13.468,2.43209
6735,13.47,2.43451
6736,13.472,2.42806
6737,13.474,2.42322
6738,13.476,2.41758
6739,13.478,2.42161
6740,13.48,2.42806
6741,13.482,2.42725
6742,13.484,2.40711
6743,13.486,2.41033
6744,13.488,2.42242
6745,13.49,2.43289
6746,13.492,2.44256
6747,13.494,2.44579
6748,13.496,2.44095
6749,13.498,2.43531
6750,13.5,2.42886
6751,13.502,2.43531
6752,13.504,2.42081
6753,13.506,2.44982
6754,13.508,2.43209
6755,13.51,2.42564
6756,13.512,2.41516
6757,13.514,2.41516
6758,13.516,2.42725
6759,13.518,2.41678
6760,13.52,2.42322
6761,13.522,2.42725
6762,13.524,2.43209
6763,13.526,2.42081
6764,13.528,2.41839
6765,13.53,2.41839
6766,13.532,2.42081
6767,13.534,2.42806
6768,13.536,2.42322
6769,13.538,2.42564
6770,13.54,2.44095
6771,13.542,2.42242
6772,13.544,2.41275
6773,13.546,2.42564
6774,13.548,2.42645
6775,13.55,2.43209
6776,13.552,2.40711
6777,13.554,2.41033
6778,13.556,2.41597
6779,13.558,2.41919
6780,13.56,2.42403
6781,13.562,2.42725
6782,13.564,2.42564
6783,13.566,2.41839
6784,13.568,2.40549
6785,13.57,2.42081
6786,13.572,2.42403
6787,13.574,2.41919
6788,13.576,2.41919
6789,13.578,2.42322
6790,13.58,2.42403
6791,13.582,2.42725
6792,13.584,2.42081
6793,13.586,2.42564
6794,13.588,2.43209
6795,13.59,2.42484
6796,13.592,2.43773
6797,13.594,2.44337
6798,13.596,2.45223
6799,13.598,2.44095
6800,13.6,2.44982
6801,13.602,2.45062
6802,13.604,2.46996
6803,13.606,2.47077
6804,13.608,2.45465
6805,13.61,2.45385
6806,13.612,2.46271
6807,13.614,2.46755
6808,13.616,2.45788
6809,13.618,2.45788
6810,13.62,2.45385
6811,13.622,2.44901
6812,13.624,2.44982
6813,13.626,2.43612
6814,13.628,2.44982
6815,13.63,2.43934
6816,13.632,2.43853
6817,13.634,2.43934
6818,13.636,2.43612
6819,13.638,2.43048
6820,13.64,2.44982
6821,13.642,2.45465
6822,13.644,2.46432
6823,13.646,2.47399
6824,13.648,2.48689
6825,13.65,2.47722
6826,13.652,2.48205
6827,13.654,2.47883
6828,13.656,2.48366
6829,13.658,2.47238
6830,13.66,2.48125
6831,13.662,2.45868
6832,13.664,2.46996
6833,13.666,2.4619
6834,13.668,2.46835
6835,13.67,2.46996
6836,13.672,2.45949
6837,13.674,2.45949
6838,13.676,2.45385
6839,13.678,2.45868
6840,13.68,2.45626
6841,13.682,2.46271
6842,13.684,2.46755
6843,13.686,2.48447
6844,13.688,2.48689
6845,13.69,2.48366
6846,13.692,2.48366
6847,13.694,2.49978
6848,13.696,2.51832
6849,13.698,2.52154
6850,13.7,2.5167
6851,13.702,2.50703
6852,13.704,2.5304
6853,13.706,2.53201
6854,13.708,2.53201
6855,13.71,2.53685
6856,13.712,2.53201
6857,13.714,2.53927
6858,13.716,2.55941
6859,13.718,2.55458
6860,13.72,2.56022
6861,13.722,2.53927
6862,13.724,2.5441
6863,13.726,2.53604
6864,13.728,2.5441
6865,13.73,2.52718
6866,13.732,2.52879
6867,13.734,2.52073
6868,13.736,2.52154
6869,13.738,2.5159
6870,13.74,2.51348
6871,13.742,2.51993
6872,13.744,2.52799
6873,13.746,2.5296
6874,13.748,2.51751
6875,13.75,2.52718
6876,13.752,2.54491
6877,13.754,2.55619
6878,13.756,2.557
6879,13.758,2.5441
6880,13.76,2.55619
6881,13.762,2.5433
6882,13.764,2.53766
6883,13.766,2.53282
6884,13.768,2.52315
6885,13.77,2.54088
6886,13.772,2.52557
6887,13.774,2.51026
6888,13.776,2.51348
6889,13.778,2.51106
6890,13.78,2.49736
6891,13.782,2.49414
6892,13.784,2.47802
6893,13.786,2.4756
6894,13.788,2.46835
6895,13.79,2.48769
6896,13.792,2.4748
6897,13.794,2.4748
6898,13.796,2.48044
6899,13.798,2.4885
6900,13.8,2.49414
6901,13.802,2.49656
6902,13.804,2.49172
6903,13.806,2.47802
6904,13.808,2.49011
6905,13.81,2.4756
6906,13.812,2.45788
6907,13.814,2.45707
6908,13.816,2.45788
6909,13.818,2.46755
6910,13.82,2.45626
6911,13.822,2.45304
6912,13.824,2.44659
6913,13.826,2.44982
6914,13.828,2.46352
6915,13.83,2.44498
6916,13.832,2.44659
6917,13.834,2.43853
6918,13.836,2.42403
6919,13.838,2.41839
6920,13.84,2.41516
6921,13.842,2.41275
6922,13.844,2.41758
6923,13.846,2.41839
6924,13.848,2.43128
6925,13.85,2.42886
6926,13.852,2.45062
6927,13.854,2.43934
6928,13.856,2.44579
6929,13.858,2.43773
6930,13.86,2.43451
6931,13.862,2.42242
6932,13.864,2.41033
6933,13.866,2.41275
6934,13.868,2.40549
6935,13.87,2.40147
6936,13.872,2.40469
6937,13.874,2.38615
6938,13.876,2.40308
6939,13.878,2.40227
6940,13.88,2.40872
6941,13.882,2.40711
6942,13.884,2.41033
6943,13.886,2.4063
6944,13.888,2.40227
6945,13.89,2.40791
6946,13.892,2.41275
6947,13.894,2.40872
6948,13.896,2.39985
6949,13.898,2.41516
6950,13.9,2.41839
6951,13.902,2.42322
6952,13.904,2.41516
6953,13.906,2.40388
6954,13.908,2.41436
6955,13.91,2.42242
6956,13.912,2.41839
6957,13.914,2.40872
6958,13.916,2.41516
6959,13.918,2.40872
6960,13.92,2.3926
6961,13.922,2.3926
6962,13.924,2.40227
6963,13.926,2.40711
6964,13.928,2.40791
6965,13.93,2.4063
6966,13.932,2.40388
6967,13.934,2.39582
6968,13.936,2.40549
6969,13.938,2.4063
6970,13.94,2.43048
6971,13.942,2.41919
6972,13.944,2.41919
6973,13.946,2.40872
6974,13.948,2.40227
6975,13.95,2.40549
6976,13.952,2.41516
6977,13.954,2.41597
6978,13.956,2.40872
6979,13.958,2.41597
6980,13.96,2.41758
6981,13.962,2.41033
6982,13.964,2.41839
6983,13.966,2.42242
6984,13.968,2.40711
6985,13.97,2.41758
6986,13.972,2.41758
6987,13.974,2.39905
6988,13.976,2.38777
6989,13.978,2.38535
6990,13.98,2.39582
6991,13.982,2.40066
6992,13.984,2.39985
6993,13.986,2.40308
6994,13.988,2.40227
6995,13.99,2.40227
6996,13.992,2.40469
6997,13.994,2.40872
6998,13.996,2.4063
6999,13.998,2.41839
7000,14.0,2.42403
7001,14.002,2.42806
7002,14.004,2.42967
7003,14.006,2.43773
7004,14.008,2.42725
7005,14.01,2.42806
7006,14.012,2.42967
7007,14.014,2.42161
7008,14.016,2.41678
7009,14.018,2.42484
7010,14.02,2.42484
7011,14.022,2.43128
7012,14.024,2.43451
7013,14.026,2.41678
7014,14.028,2.43209
7015,14.03,2.43048
7016,14.032,2.43451
7017,14.034,2.43451
7018,14.036,2.42806
7019,14.038,2.41839
7020,14.04,2.42645
7021,14.042,2.41355
7022,14.044,2.41678
7023,14.046,2.4337
7024,14.048,2.44659
7025,14.05,2.44821
7026,14.052,2.43531
7027,14.054,2.43531
7028,14.056,2.44659
7029,14.058,2.44176
7030,14.06,2.42967
7031,14.062,2.43612
7032,14.064,2.43773
7033,14.066,2.4337
7034,14.068,2.43853
7035,14.07,2.44579
7036,14.072,2.43612
7037,14.074,2.44337
7038,14.076,2.45465
7039,14.078,2.45385
7040,14.08,2.45707
7041,14.082,2.45707
7042,14.084,2.45385
7043,14.086,2.46916
7044,14.088,2.47641
7045,14.09,2.47077
7046,14.092,2.47077
7047,14.094,2.47238
7048,14.096,2.45788
7049,14.098,2.46271
7050,14.1,2.46271
7051,14.102,2.48286
7052,14.104,2.47963
7053,14.106,2.4885
7054,14.108,2.49172
7055,14.11,2.52073
7056,14.112,2.52476
7057,14.114,2.55377
7058,14.116,2.557
7059,14.118,2.56344
7060,14.12,2.5981
7061,14.122,2.63033
7062,14.124,2.64725
7063,14.126,2.65934
7064,14.128,2.70044
7065,14.13,2.7496
7066,14.132,2.80198
7067,14.134,2.83502
7068,14.136,2.87773
7069,14.138,2.94381
7070,14.14,3.00344
7071,14.142,3.03729
7072,14.144,3.08806
7073,14.146,3.14125
7074,14.148,3.19927
7075,14.15,3.20249
7076,14.152,3.2315
7077,14.154,3.27663
7078,14.156,3.3
7079,14.158,3.3
7080,14.16,3.3
7081,14.162,3.3
7082,14.164,3.3
7083,14.166,3.28711
7084,14.168,3.29436
7085,14.17,3.28147
7086,14.172,3.26212
7087,14.174,3.21861
7088,14.176,3.14447
7089,14.178,3.06791
7090,14.18,2.94784
7091,14.182,2.80601
7092,14.184,2.67062
7093,14.186,2.59729
7094,14.188,2.52879
7095,14.19,2.46029
7096,14.192,2.40227
7097,14.194,2.34989
7098,14.196,2.26447
7099,14.198,2.17824
7100,14.2,2.11377
7101,14.202,2.06139
7102,14.204,2.00015
7103,14.206,1.94132
7104,14.208,1.87685
7105,14.21,1.83897
7106,14.212,1.8285
7107,14.214,1.77531
7108,14.216,1.76
7109,14.218,1.70923
7110,14.22,1.68425
7111,14.222,1.68586
7112,14.224,1.71004
7113,14.226,1.69311
7114,14.228,1.70601
7115,14.23,1.72938
7116,14.232,1.74872
7117,14.234,1.79143
7118,14.236,1.86476
7119,14.238,1.91473
7120,14.24,1.97355
7121,14.242,2.01546
7122,14.244,2.05172
7123,14.246,2.09121
7124,14.248,2.12667
7125,14.25,2.16696
7126,14.252,2.18952
7127,14.254,2.22659
7128,14.256,2.25238
7129,14.258,2.29267
7130,14.26,2.33538
7131,14.262,2.37568
7132,14.264,2.40227
7133,14.266,2.43289
7134,14.268,2.4619
7135,14.27,2.46755
7136,14.272,2.46674
7137,14.274,2.47399
7138,14.276,2.46674
7139,14.278,2.46996
7140,14.28,2.47238
7141,14.282,2.47641
7142,14.284,2.46029
7143,14.286,2.48689
7144,14.288,2.49656
7145,14.29,2.49897
7146,14.292,2.50059
7147,14.294,2.49897
7148,14.296,2.4893
7149,14.298,2.49897
7150,14.3,2.50139
7151,14.302,2.5159
7152,14.304,2.51187
7153,14.306,2.51751
7154,14.308,2.50864
7155,14.31,2.51267
7156,14.312,2.51026
7157,14.314,2.50864
7158,14.316,2.50462
7159,14.318,2.49414
7160,14.32,2.49253
7161,14.322,2.49333
7162,14.324,2.49656
7163,14.326,2.49575
7164,14.328,2.48447
7165,14.33,2.49736
7166,14.332,2.49011
7167,14.334,2.48125
7168,14.336,2.48205
7169,14.338,2.49978
7170,14.34,2.49414
7171,14.342,2.51026
7172,14.344,2.503
7173,14.346,2.49575
7174,14.348,2.48608
7175,14.35,2.50139
7176,14.352,2.51348
7177,14.354,2.51429
7178,14.356,2.51348
7179,14.358,2.52073
7180,14.36,2.51912
7181,14.362,2.5159
7182,14.364,2.49656
7183,14.366,2.49817
7184,14.368,2.50381
7185,14.37,2.50139
7186,14.372,2.49736
7187,14.374,2.50945
7188,14.376,2.503
7189,14.378,2.50462
7190,14.38,2.49656
7191,14.382,2.50623
7192,14.384,2.50864
7193,14.386,2.50864
7194,14.388,2.503
7195,14.39,2.503
7196,14.392,2.49736
7197,14.394,2.50623
7198,14.396,2.49817
7199,14.398,2.50864
7200,14.4,2.503
7201,14.402,2.5159
7202,14.404,2.52234
7203,14.406,2.53604
7204,14.408,2.54007
7205,14.41,2.53363
7206,14.412,2.52879
7207,14.414,2.52718
7208,14.416,2.50945
7209,14.418,2.51187
7210,14.42,2.51267
7211,14.422,2.51509
7212,14.424,2.52476
7213,14.426,2.52799
7214,14.428,2.52154
7215,14.43,2.51751
7216,14.432,2.52799
7217,14.434,2.51832
7218,14.436,2.50703
7219,14.438,2.51751
7220,14.44,2.51187
7221,14.442,2.50542
7222,14.444,2.5304
7223,14.446,2.53443
7224,14.448,2.53766
7225,14.45,2.5433
7226,14.452,2.55377
7227,14.454,2.53443
7228,14.456,2.55297
7229,14.458,2.55538
7230,14.46,2.55377
7231,14.462,2.557
7232,14.464,2.54571
7233,14.466,2.54088
7234,14.468,2.53524
7235,14.47,2.53524
7236,14.472,2.53121
7237,14.474,2.5304
7238,14.476,2.5159
7239,14.478,2.52476
7240,14.48,2.53282
7241,14.482,2.54169
7242,14.484,2.53443
7243,14.486,2.53524
7244,14.488,2.5441
7245,14.49,2.53685
7246,14.492,2.5441
7247,14.494,2.5441
7248,14.496,2.54571
7249,14.498,2.55538
7250,14.5,2.5441
7251,14.502,2.55458
7252,14.504,2.54733
7253,14.506,2.5441
7254,14.508,2.54813
7255,14.51,2.55055
7256,14.512,2.55297
7257,14.514,2.55538
7258,14.516,2.55458
7259,14.518,2.56103
7260,14.52,2.54169
7261,14.522,2.5433
7262,14.524,2.54894
7263,14.526,2.54571
7264,14.528,2.53927
7265,14.53,2.53524
7266,14.532,2.54813
7267,14.534,2.56183
7268,14.536,2.55619
7269,14.538,2.5578
7270,14.54,2.557
7271,14.542,2.56425
7272,14.544,2.56828
7273,14.546,2.56344
7274,14.548,2.55861
7275,14.55,2.557
7276,14.552,2.55619
7277,14.554,2.57231
7278,14.556,2.557
7279,14.558,2.57311
7280,14.56,2.56989
7281,14.562,2.56989
7282,14.564,2.58359
7283,14.566,2.57875
7284,14.568,2.58117
7285,14.57,2.57795
7286,14.572,2.58198
7287,14.574,2.57553
7288,14.576,2.57311
7289,14.578,2.58117
7290,14.58,2.58037
7291,14.582,2.56828
7292,14.584,2.56989
7293,14.586,2.56989
7294,14.588,2.56183
7295,14.59,2.57634
7296,14.592,2.57473
7297,14.594,2.59729
7298,14.596,2.5989
7299,14.598,2.60777
7300,14.6,2.60374
7301,14.602,2.59971
7302,14.604,2.59971
7303,14.606,2.5981
7304,14.608,2.60615
7305,14.61,2.60535
7306,14.612,2.59971
7307,14.614,2.60374
7308,14.616,2.58842
7309,14.618,2.58762
7310,14.62,2.58923
7311,14.622,2.57956
7312,14.624,2.58762
7313,14.626,2.5852
7314,14.628,2.58278
7315,14.63,2.59326
7316,14.632,2.58681
7317,14.634,2.5981
7318,14.636,2.60293
7319,14.638,2.59084
7320,14.64,2.59648
7321,14.642,2.5981
7322,14.644,2.60777
7323,14.646,2.59729
7324,14.648,2.61018
7325,14.65,2.61018
7326,14.652,2.61018
7327,14.654,2.62066
7328,14.656,2.63678
7329,14.658,2.62549
7330,14.66,2.62308
7331,14.662,2.62952
7332,14.664,2.63114
7333,14.666,2.62952
7334,14.668,2.62791
7335,14.67,2.62791
7336,14.672,2.62872
7337,14.674,2.62469
7338,14.676,2.63355
7339,14.678,2.63194
7340,14.68,2.62308
7341,14.682,2.62147
7342,14.684,2.63033
7343,14.686,2.63919
7344,14.688,2.64242
7345,14.69,2.64967
7346,14.692,2.64967
7347,14.694,2.65048
7348,14.696,2.65128
7349,14.698,2.65451
7350,14.7,2.6537
7351,14.702,2.65612
7352,14.704,2.66176
7353,14.706,2.65451
7354,14.708,2.6674
7355,14.71,2.66498
7356,14.712,2.66015
7357,14.714,2.67062
7358,14.716,2.66659
7359,14.718,2.66418
7360,14.72,2.67062
7361,14.722,2.66176
7362,14.724,2.67546
7363,14.726,2.67143
7364,14.728,2.66982
7365,14.73,2.66982
7366,14.732,2.66095
7367,14.734,2.66095
7368,14.736,2.66337
7369,14.738,2.66901
7370,14.74,2.67062
7371,14.742,2.66821
7372,14.744,2.68271
7373,14.746,2.67949
7374,14.748,2.6811
7375,14.75,2.6819
7376,14.752,2.69158
7377,14.754,2.67949
7378,14.756,2.67788
7379,14.758,2.68432
7380,14.76,2.69077
7381,14.762,2.69238
7382,14.764,2.68835
7383,14.766,2.68674
7384,14.768,2.69158
7385,14.77,2.68352
7386,14.772,2.69722
7387,14.774,2.68352
7388,14.776,2.69158
7389,14.778,2.68432
7390,14.78,2.67868
7391,14.782,2.67626
7392,14.784,2.68029
7393,14.786,2.6811
7394,14.788,2.6819
7395,14.79,2.67707
7396,14.792,2.6811
7397,14.794,2.68835
7398,14.796,2.68674
7399,14.798,2.69238
