sample_index,time_s,voltage_mV
3225,6.45,2.41033
3226,6.452,2.42564
3227,6.454,2.42081
3228,6.456,2.41597
3229,6.458,2.41033
3230,6.46,2.41919
3231,6.462,2.42725
3232,6.464,2.42322
3233,6.466,2.43612
3234,6.468,2.44256
3235,6.47,2.44821
3236,6.472,2.45385
3237,6.474,2.46432
3238,6.476,2.47077
3239,6.478,2.503
3240,6.48,2.48608
3241,6.482,2.49253
3242,6.484,2.49897
3243,6.486,2.49656
3244,6.488,2.50381
3245,6.49,2.49817
3246,6.492,2.49656
3247,6.494,2.49414
3248,6.496,2.49011
3249,6.498,2.50139
3250,6.5,2.49897
3251,6.502,2.49575
3252,6.504,2.49253
3253,6.506,2.49011
3254,6.508,2.4885
3255,6.51,2.49011
3256,6.512,2.49172
3257,6.514,2.48205
3258,6.516,2.49253
3259,6.518,2.49575
3260,6.52,2.5022
3261,6.522,2.49253
3262,6.524,2.50381
3263,6.526,2.49656
3264,6.528,2.5159
3265,6.53,2.50784
3266,6.532,2.51187
3267,6.534,2.50784
3268,6.536,2.50623
3269,6.538,2.49575
3270,6.54,2.49736
3271,6.542,2.49656
3272,6.544,2.49011
3273,6.546,2.47077
3274,6.548,2.46996
3275,6.55,2.46593
3276,6.552,2.45707
3277,6.554,2.49092
3278,6.556,2.46674
3279,6.558,2.46432
3280,6.56,2.46271
3281,6.562,2.45143
3282,6.564,2.45465
3283,6.566,2.45707
3284,6.568,2.46432
3285,6.57,2.46029
3286,6.572,2.45062
3287,6.574,2.45465
3288,6.576,2.46432
3289,6.578,2.45465
3290,6.58,2.45304
3291,6.582,2.45465
3292,6.584,2.45626
3293,6.586,2.46029
3294,6.588,2.44901
3295,6.59,2.44256
3296,6.592,2.44095
3297,6.594,2.42322
3298,6.596,2.43289
3299,6.598,2.42081
3300,6.6,2.42
3301,6.602,2.43048
3302,6.604,2.42403
3303,6.606,2.42403
3304,6.608,2.40227
3305,6.61,2.38132
3306,6.612,2.3926
3307,6.614,2.40147
3308,6.616,2.40147
3309,6.618,2.38938
3310,6.62,2.39502
3311,6.622,2.40308
3312,6.624,2.40308
3313,6.626,2.40147
3314,6.628,2.40549
3315,6.63,2.39663
3316,6.632,2.39905
3317,6.634,2.39744
3318,6.636,2.39421
3319,6.638,2.39421
3320,6.64,2.38696
3321,6.642,2.37971
3322,6.644,2.38051
3323,6.646,2.36923
3324,6.648,2.37648
3325,6.65,2.37568
3326,6.652,2.36359
3327,6.654,2.36842
3328,6.656,2.37084
3329,6.658,2.35795
3330,6.66,2.36117
3331,6.662,2.36198
3332,6.664,2.37971
3333,6.666,2.36601
3334,6.668,2.37245
3335,6.67,2.35553
3336,6.672,2.3644
3337,6.674,2.36359
3338,6.676,2.37568
3339,6.678,2.37165
3340,6.68,2.37568
3341,6.682,2.37084
3342,6.684,2.37004
3343,6.686,2.36842
3344,6.688,2.36681
3345,6.69,2.39582
3346,6.692,2.35553
3347,6.694,2.36117
3348,6.696,2.36681
3349,6.698,2.35795
3350,6.7,2.35553
3351,6.702,2.36037
3352,6.704,2.35473
3353,6.706,2.35795
3354,6.708,2.35875
3355,6.71,2.35875
3356,6.712,2.35875
3357,6.714,2.36359
3358,6.716,2.36198
3359,6.718,2.37971
3360,6.72,2.3644
3361,6.722,2.3789
3362,6.724,2.37004
3363,6.726,2.36117
3364,6.728,2.36762
3365,6.73,2.38132
3366,6.732,2.38374
3367,6.734,2.37004
3368,6.736,2.37487
3369,6.738,2.36762
3370,6.74,2.37971
3371,6.742,2.38212
3372,6.744,2.39502
3373,6.746,2.37326
3374,6.748,2.37165
3375,6.75,2.36359
3376,6.752,2.3652
3377,6.754,2.3644
3378,6.756,2.36278
3379,6.758,2.36278
3380,6.76,2.36037
3381,6.762,2.36842
3382,6.764,2.37245
3383,6.766,2.36359
3384,6.768,2.36117
3385,6.77,2.38454
3386,6.772,2.37729
3387,6.774,2.38293
3388,6.776,2.38051
3389,6.778,2.37648
3390,6.78,2.38051
3391,6.782,2.38051
3392,6.784,2.39099
3393,6.786,2.38132
3394,6.788,2.37971
3395,6.79,2.38535
3396,6.792,2.39018
3397,6.794,2.38374
3398,6.796,2.37084
3399,6.798,2.37648
3400,6.8,2.38051
3401,6.802,2.37407
3402,6.804,2.36762
3403,6.806,2.36117
3404,6.808,2.35875
3405,6.81,2.35392
3406,6.812,2.35392
3407,6.814,2.34264
3408,6.816,2.35553
3409,6.818,2.34264
3410,6.82,2.34828
3411,6.822,2.34989
3412,6.824,2.3507
3413,6.826,2.36359
3414,6.828,2.35392
3415,6.83,2.36681
3416,6.832,2.36278
3417,6.834,2.35956
3418,6.836,2.36359
3419,6.838,2.37004
3420,6.84,2.37971
3421,6.842,2.37729
3422,6.844,2.37165
3423,6.846,2.38535
3424,6.848,2.37648
3425,6.85,2.37326
3426,6.852,2.36117
3427,6.854,2.35392
3428,6.856,2.36198
3429,6.858,2.36037
3430,6.86,2.3652
3431,6.862,2.36601
3432,6.864,2.37004
3433,6.866,2.38051
3434,6.868,2.38696
3435,6.87,2.38615
3436,6.872,2.39985
3437,6.874,2.42322
3438,6.876,2.44256
3439,6.878,2.4474
3440,6.88,2.43853
3441,6.882,2.43853
3442,6.884,2.43612
3443,6.886,2.44095
3444,6.888,2.44821
3445,6.89,2.43209
3446,6.892,2.44256
3447,6.894,2.44418
3448,6.896,2.46513
3449,6.898,2.49575
3450,6.9,2.53121
3451,6.902,2.54491
3452,6.904,2.57392
3453,6.906,2.58923
3454,6.908,2.61179
3455,6.91,2.64242
3456,6.912,2.6819
3457,6.914,2.71575
3458,6.916,2.7633
3459,6.918,2.82132
3460,6.92,2.88498
3461,6.922,2.94381
3462,6.924,2.99538
3463,6.926,3.07275
3464,6.928,3.14125
3465,6.93,3.19766
3466,6.932,3.20571
3467,6.934,3.21538
3468,6.936,3.2444
3469,6.938,3.27018
3470,6.94,3.28952
3471,6.942,3.3
3472,6.944,3.29597
3473,6.946,3.25407
3474,6.948,3.26132
3475,6.95,3.2726
3476,6.952,3.2315
3477,6.954,3.20249
3478,6.956,3.17187
3479,6.958,3.15011
3480,6.96,3.11546
3481,6.962,3.07194
3482,6.964,2.98491
3483,6.966,2.90513
3484,6.968,2.79875
3485,6.97,2.65934
3486,6.972,2.57392
3487,6.974,2.50945
3488,6.976,2.40469
3489,6.978,2.30073
3490,6.98,2.21612
3491,6.982,2.12586
3492,6.984,2.09766
3493,6.986,2.0622
3494,6.988,1.9937
3495,6.99,1.97597
3496,6.992,1.94615
3497,6.994,1.90989
3498,6.996,1.85993
3499,6.998,1.81963
3500,7.0,1.77773
3501,7.002,1.74469
3502,7.004,1.72535
3503,7.006,1.67136
3504,7.008,1.62623
3505,7.01,1.61736
3506,7.012,1.63831
3507,7.014,1.64154
3508,7.016,1.66652
3509,7.018,1.70601
3510,7.02,1.74388
3511,7.022,1.78337
3512,7.024,1.82608
3513,7.026,1.88974
3514,7.028,1.95099
3515,7.03,1.9937
3516,7.032,2.03722
3517,7.034,2.09604
3518,7.036,2.16212
3519,7.038,2.20886
3520,7.04,2.2959
3521,7.042,2.31846
3522,7.044,2.35795
3523,7.046,2.38132
3524,7.048,2.4063
3525,7.05,2.42564
3526,7.052,2.43048
3527,7.054,2.42725
3528,7.056,2.42886
3529,7.058,2.43048
3530,7.06,2.42161
3531,7.062,2.43853
3532,7.064,2.4474
3533,7.066,2.44498
3534,7.068,2.43773
3535,7.07,2.44256
3536,7.072,2.44821
3537,7.074,2.44015
3538,7.076,2.45707
3539,7.078,2.46755
3540,7.08,2.47158
3541,7.082,2.46916
3542,7.084,2.46432
3543,7.086,2.45707
3544,7.088,2.46432
3545,7.09,2.45788
3546,7.092,2.47319
3547,7.094,2.46674
3548,7.096,2.47077
3549,7.098,2.47963
3550,7.1,2.46996
3551,7.102,2.47641
3552,7.104,2.46271
3553,7.106,2.4756
3554,7.108,2.47238
3555,7.11,2.45949
3556,7.112,2.46271
3557,7.114,2.46271
3558,7.116,2.45868
3559,7.118,2.46593
3560,7.12,2.45707
3561,7.122,2.4619
3562,7.124,2.46755
3563,7.126,2.46916
3564,7.128,2.48125
3565,7.13,2.47319
3566,7.132,2.47399
3567,7.134,2.4893
3568,7.136,2.48286
3569,7.138,2.4885
3570,7.14,2.48527
3571,7.142,2.47963
3572,7.144,2.48447
3573,7.146,2.50864
3574,7.148,2.47883
3575,7.15,2.47963
3576,7.152,2.48205
3577,7.154,2.47238
3578,7.156,2.46755
3579,7.158,2.46029
3580,7.16,2.46352
3581,7.162,2.47399
3582,7.164,2.48044
3583,7.166,2.45949
3584,7.168,2.46916
3585,7.17,2.47238
3586,7.172,2.46755
3587,7.174,2.50703
3588,7.176,2.46916
3589,7.178,2.47158
3590,7.18,2.47802
3591,7.182,2.4748
3592,7.184,2.47722
3593,7.186,2.48366
3594,7.188,2.48447
3595,7.19,2.48769
3596,7.192,2.49656
3597,7.194,2.50462
3598,7.196,2.49736
3599,7.198,2.49011
3600,7.2,2.48769
3601,7.202,2.49172
3602,7.204,2.47883
3603,7.206,2.48366
3604,7.208,2.47963
3605,7.21,2.49414
3606,7.212,2.49575
3607,7.214,2.49575
3608,7.216,2.49333
3609,7.218,2.50462
3610,7.22,2.50139
3611,7.222,2.50462
3612,7.224,2.51187
3613,7.226,2.49978
3614,7.228,2.48608
3615,7.23,2.49011
3616,7.232,2.50139
3617,7.234,2.5159
3618,7.236,2.51348
3619,7.238,2.51832
3620,7.24,2.52396
3621,7.242,2.50945
3622,7.244,2.50462
3623,7.246,2.51348
3624,7.248,2.51348
3625,7.25,2.49333
3626,7.252,2.48769
3627,7.254,2.49172
3628,7.256,2.53363
3629,7.258,2.51509
3630,7.26,2.50945
3631,7.262,2.49575
3632,7.264,2.49253
3633,7.266,2.50542
3634,7.268,2.51993
3635,7.27,2.5159
3636,7.272,2.50864
3637,7.274,2.52396
3638,7.276,2.52879
3639,7.278,2.53524
3640,7.28,2.52234
3641,7.282,2.49414
3642,7.284,2.56667
3643,7.286,2.55458
3644,7.288,2.55619
3645,7.29,2.557
3646,7.292,2.57392
3647,7.294,2.59568
3648,7.296,2.56103
3649,7.298,2.56989
3650,7.3,2.55861
3651,7.302,2.56747
3652,7.304,2.5578
3653,7.306,2.5433
3654,7.308,2.5433
3655,7.31,2.51751
3656,7.312,2.53766
3657,7.314,2.5441
3658,7.316,2.56103
3659,7.318,2.5441
3660,7.32,2.55136
3661,7.322,2.56103
3662,7.324,2.53927
3663,7.326,2.5441
3664,7.328,2.54813
3665,7.33,2.54007
3666,7.332,2.55055
3667,7.334,2.56103
3668,7.336,2.55619
3669,7.338,2.53766
3670,7.34,2.5578
3671,7.342,2.55458
3672,7.344,2.56344
3673,7.346,2.56344
3674,7.348,2.557
3675,7.35,2.56264
3676,7.352,2.57875
3677,7.354,2.5707
3678,7.356,2.55861
3679,7.358,2.57231
3680,7.36,2.5707
3681,7.362,2.57875
3682,7.364,2.57473
3683,7.366,2.57875
3684,7.368,2.56828
3685,7.37,2.56667
3686,7.372,2.56425
3687,7.374,2.56264
3688,7.376,2.57714
3689,7.378,2.58601
3690,7.38,2.60051
3691,7.382,2.59971
3692,7.384,2.58923
3693,7.386,2.59326
3694,7.388,2.59407
3695,7.39,2.60938
3696,7.392,2.60938
3697,7.394,2.62711
3698,7.396,2.61179
3699,7.398,2.58117
3700,7.4,2.60132
3701,7.402,2.60454
3702,7.404,2.59245
3703,7.406,2.59971
3704,7.408,2.60454
3705,7.41,2.6126
3706,7.412,2.60777
3707,7.414,2.60615
3708,7.416,2.61663
3709,7.418,2.60857
3710,7.42,2.61179
3711,7.422,2.62549
3712,7.424,2.62147
3713,7.426,2.62469
3714,7.428,2.62549
3715,7.43,2.63114
3716,7.432,2.64081
3717,7.434,2.64806
3718,7.436,2.64967
3719,7.438,2.64564
3720,7.44,2.63033
3721,7.442,2.63275
3722,7.444,2.64242
3723,7.446,2.64886
3724,7.448,2.65612
3725,7.45,2.67143
3726,7.452,2.63516
3727,7.454,2.63839
3728,7.456,2.64322
3729,7.458,2.64484
3730,7.46,2.64081
3731,7.462,2.64725
3732,7.464,2.65128
3733,7.466,2.64242
3734,7.468,2.63919
3735,7.47,2.64564
3736,7.472,2.65451
3737,7.474,2.65692
3738,7.476,2.67304
3739,7.478,2.65289
3740,7.48,2.65773
3741,7.482,2.67143
3742,7.484,2.66659
3743,7.486,2.67626
3744,7.488,2.67223
3745,7.49,2.67707
3746,7.492,2.66337
3747,7.494,2.68593
3748,7.496,2.68674
3749,7.498,2.68593
3750,7.5,2.69883
3751,7.502,2.69158
3752,7.504,2.71656
3753,7.506,2.69641
3754,7.508,2.70286
3755,7.51,2.69077
3756,7.512,2.6948
3757,7.514,2.6948
3758,7.516,2.68916
3759,7.518,2.69802
3760,7.52,2.70447
3761,7.522,2.70125
3762,7.524,2.7085
3763,7.526,2.71092
3764,7.528,2.73106
3765,7.53,2.74476
3766,7.532,2.73509
3767,7.534,2.74154
3768,7.536,2.74799
3769,7.538,2.74154
3770,7.54,2.75524
3771,7.542,2.75443
3772,7.544,2.75524
3773,7.546,2.75121
3774,7.548,2.75846
3775,7.55,2.7504
3776,7.552,2.7504
3777,7.554,2.75927
3778,7.556,2.77216
3779,7.558,2.76571
3780,7.56,2.78425
3781,7.562,2.7641
3782,7.564,2.75524
3783,7.566,2.74879
3784,7.568,2.73751
3785,7.57,2.74557
3786,7.572,2.76652
3787,7.574,2.76249
3788,7.576,2.75282
3789,7.578,2.75201
3790,7.58,2.76249
3791,7.582,2.76249
3792,7.584,2.76491
3793,7.586,2.76571
3794,7.588,2.77136
3795,7.59,2.76974
3796,7.592,2.78425
3797,7.594,2.77377
3798,7.596,2.77861
3799,7.598,2.78183
3800,7.6,2.78667
3801,7.602,2.78747
3802,7.604,2.78586
3803,7.606,2.79311
3804,7.608,2.78828
3805,7.61,2.76813
3806,7.612,2.76249
3807,7.614,2.75766
3808,7.616,2.74557
3809,7.618,2.76249
3810,7.62,2.76007
3811,7.622,2.76168
3812,7.624,2.75443
3813,7.626,2.76249
3814,7.628,2.76168
3815,7.63,2.76249
3816,7.632,2.76652
3817,7.634,2.77216
3818,7.636,2.77297
3819,7.638,2.77377
3820,7.64,2.78667
3821,7.642,2.7915
3822,7.644,2.79473
3823,7.646,2.78908
3824,7.648,2.78103
3825,7.65,2.77538
3826,7.652,2.77619
3827,7.654,2.77861
3828,7.656,2.77619
3829,7.658,2.77538
3830,7.66,2.77377
3831,7.662,2.76571
3832,7.664,2.78103
3833,7.666,2.76652
3834,7.668,2.75524
3835,7.67,2.76894
3836,7.672,2.7504
3837,7.674,2.75846
3838,7.676,2.7496
3839,7.678,2.75121
3840,7.68,2.75363
3841,7.682,2.74718
3842,7.684,2.7504
3843,7.686,2.75443
3844,7.688,2.75846
3845,7.69,2.75604
3846,7.692,2.73751
3847,7.694,2.74154
3848,7.696,2.74154
3849,7.698,2.73751
3850,7.7,2.73187
3851,7.702,2.73106
3852,7.704,2.72784
3853,7.706,2.72864
3854,7.708,2.71092
3855,7.71,2.70366
3856,7.712,2.69399
3857,7.714,2.68916
3858,7.716,2.6948
3859,7.718,2.68432
3860,7.72,2.68029
3861,7.722,2.67707
3862,7.724,2.68755
3863,7.726,2.67304
3864,7.728,2.67223
3865,7.73,2.66821
3866,7.732,2.66982
3867,7.734,2.66015
3868,7.736,2.64242
3869,7.738,2.6537
3870,7.74,2.65289
3871,7.742,2.64322
3872,7.744,2.65531
3873,7.746,2.66418
3874,7.748,2.64806
3875,7.75,2.65048
3876,7.752,2.64322
3877,7.754,2.63678
3878,7.756,2.62388
3879,7.758,2.61905
3880,7.76,2.61744
3881,7.762,2.60938
3882,7.764,2.60454
3883,7.766,2.60051
3884,7.768,2.58762
3885,7.77,2.59568
3886,7.772,2.58198
3887,7.774,2.58681
3888,7.776,2.57956
3889,7.778,2.56183
3890,7.78,2.58198
3891,7.782,2.56747
3892,7.784,2.56989
3893,7.786,2.56747
3894,7.788,2.56022
3895,7.79,2.55297
3896,7.792,2.56103
3897,7.794,2.55538
3898,7.796,2.55136
3899,7.798,2.53766
3900,7.8,2.53766
3901,7.802,2.52315
3902,7.804,2.52234
3903,7.806,2.53524
3904,7.808,2.52234
3905,7.81,2.50945
3906,7.812,2.50864
3907,7.814,2.49736
3908,7.816,2.50139
3909,7.818,2.49575
3910,7.82,2.48447
3911,7.822,2.48286
3912,7.824,2.46996
3913,7.826,2.48447
3914,7.828,2.47399
3915,7.83,2.47238
3916,7.832,2.4748
3917,7.834,2.47722
3918,7.836,2.48125
3919,7.838,2.4748
3920,7.84,2.48447
3921,7.842,2.47963
3922,7.844,2.47722
3923,7.846,2.47158
3924,7.848,2.46755
3925,7.85,2.44982
3926,7.852,2.45143
3927,7.854,2.44901
3928,7.856,2.42886
3929,7.858,2.44337
3930,7.86,2.42645
3931,7.862,2.4337
3932,7.864,2.43209
3933,7.866,2.42725
3934,7.868,2.43531
3935,7.87,2.43773
3936,7.872,2.43451
3937,7.874,2.42322
3938,7.876,2.43853
3939,7.878,2.42886
3940,7.88,2.43209
3941,7.882,2.42564
3942,7.884,2.41919
3943,7.886,2.42564
3944,7.888,2.42322
3945,7.89,2.46432
3946,7.892,2.43289
3947,7.894,2.43289
3948,7.896,2.43853
3949,7.898,2.43128
3950,7.9,2.42806
3951,7.902,2.43934
3952,7.904,2.43209
3953,7.906,2.42081
3954,7.908,2.42322
3955,7.91,2.42564
3956,7.912,2.41678
3957,7.914,2.41516
3958,7.916,2.41355
3959,7.918,2.43209
3960,7.92,2.43128
3961,7.922,2.42161
3962,7.924,2.42081
3963,7.926,2.42725
3964,7.928,2.41758
3965,7.93,2.41516
3966,7.932,2.42484
3967,7.934,2.42725
3968,7.936,2.42
3969,7.938,2.41758
3970,7.94,2.43209
3971,7.942,2.43128
3972,7.944,2.43209
3973,7.946,2.45062
3974,7.948,2.43289
3975,7.95,2.42806
3976,7.952,2.43209
3977,7.954,2.42403
3978,7.956,2.41194
3979,7.958,2.41194
3980,7.96,2.40227
3981,7.962,2.42161
3982,7.964,2.42564
3983,7.966,2.43048
3984,7.968,2.43773
3985,7.97,2.43128
3986,7.972,2.42967
3987,7.974,2.42806
3988,7.976,2.41194
3989,7.978,2.42322
3990,7.98,2.41355
3991,7.982,2.41597
3992,7.984,2.42403
3993,7.986,2.4063
3994,7.988,2.41758
3995,7.99,2.41436
3996,7.992,2.43289
3997,7.994,2.43451
3998,7.996,2.43128
3999,7.998,2.42
4000,8.0,2.43934
4001,8.002,2.43209
4002,8.004,2.43209
4003,8.006,2.41516
4004,8.008,2.41355
4005,8.01,2.42161
4006,8.012,2.42886
4007,8.014,2.43209
4008,8.016,2.42725
4009,8.018,2.42886
4010,8.02,2.43128
4011,8.022,2.42242
4012,8.024,2.42967
4013,8.026,2.43692
4014,8.028,2.42564
4015,8.03,2.42886
4016,8.032,2.43612
4017,8.034,2.43128
4018,8.036,2.43209
4019,8.038,2.43209
4020,8.04,2.44498
4021,8.042,2.44821
4022,8.044,2.43612
4023,8.046,2.43934
4024,8.048,2.42806
4025,8.05,2.43451
4026,8.052,2.42081
4027,8.054,2.42161
4028,8.056,2.44015
4029,8.058,2.41516
4030,8.06,2.42967
4031,8.062,2.42564
4032,8.064,2.41919
4033,8.066,2.40388
4034,8.068,2.40711
4035,8.07,2.41114
4036,8.072,2.41758
4037,8.074,2.41194
4038,8.076,2.41758
4039,8.078,2.41919
4040,8.08,2.41678
4041,8.082,2.41839
4042,8.084,2.45062
4043,8.086,2.42081
4044,8.088,2.41597
4045,8.09,2.41516
4046,8.092,2.41275
4047,8.094,2.42725
4048,8.096,2.42886
4049,8.098,2.42886
4050,8.1,2.42806
4051,8.102,2.42322
4052,8.104,2.42564
4053,8.106,2.42081
4054,8.108,2.41436
4055,8.11,2.40549
4056,8.112,2.43612
4057,8.114,2.4063
4058,8.116,2.39985
4059,8.118,2.40549
4060,8.12,2.40952
4061,8.122,2.4063
4062,8.124,2.39985
4063,8.126,2.39582
4064,8.128,2.40147
4065,8.13,2.39018
4066,8.132,2.39663
4067,8.134,2.40549
4068,8.136,2.40469
4069,8.138,2.42161
4070,8.14,2.41919
4071,8.142,2.4063
4072,8.144,2.40872
4073,8.146,2.41516
4074,8.148,2.41033
4075,8.15,2.41516
4076,8.152,2.41033
4077,8.154,2.40147
4078,8.156,2.40549
4079,8.158,2.39502
4080,8.16,2.40308
4081,8.162,2.39905
4082,8.164,2.40549
4083,8.166,2.40066
4084,8.168,2.39985
4085,8.17,2.40952
4086,8.172,2.39663
4087,8.174,2.4063
4088,8.176,2.40549
4089,8.178,2.40147
4090,8.18,2.40872
4091,8.182,2.41839
4092,8.184,2.41758
4093,8.186,2.42081
4094,8.188,2.42242
4095,8.19,2.41919
4096,8.192,2.42645
4097,8.194,2.42161
4098,8.196,2.42564
4099,8.198,2.43128
4100,8.2,2.4337
4101,8.202,2.42242
4102,8.204,2.42967
4103,8.206,2.42403
4104,8.208,2.41275
4105,8.21,2.41275
4106,8.212,2.41033
4107,8.214,2.40872
4108,8.216,2.41436
4109,8.218,2.42081
4110,8.22,2.41436
4111,8.222,2.41355
4112,8.224,2.40147
4113,8.226,2.40549
4114,8.228,2.39824
4115,8.23,2.39582
4116,8.232,2.38777
4117,8.234,2.39018
4118,8.236,2.39018
4119,8.238,2.39179
4120,8.24,2.39099
4121,8.242,2.3926
4122,8.244,2.39421
4123,8.246,2.40066
4124,8.248,2.40227
4125,8.25,2.39018
4126,8.252,2.38454
4127,8.254,2.39341
4128,8.256,2.39582
4129,8.258,2.38051
4130,8.26,2.38132
4131,8.262,2.38938
4132,8.264,2.38857
4133,8.266,2.38535
4134,8.268,2.39099
4135,8.27,2.38454
4136,8.272,2.39179
4137,8.274,2.38938
4138,8.276,2.43289
4139,8.278,2.39663
4140,8.28,2.40952
4141,8.282,2.40711
4142,8.284,2.41275
4143,8.286,2.42564
4144,8.288,2.41839
4145,8.29,2.41839
4146,8.292,2.41033
4147,8.294,2.41516
4148,8.296,2.41839
4149,8.298,2.43451
4150,8.3,2.41678
4151,8.302,2.42322
4152,8.304,2.43209
4153,8.306,2.42725
4154,8.308,2.41597
4155,8.31,2.40227
4156,8.312,2.39582
4157,8.314,2.40227
4158,8.316,2.39582
4159,8.318,2.40388
4160,8.32,2.40549
4161,8.322,2.39663
4162,8.324,2.38938
4163,8.326,2.39663
4164,8.328,2.39099
4165,8.33,2.39099
4166,8.332,2.40227
4167,8.334,2.38857
4168,8.336,2.37971
4169,8.338,2.38454
4170,8.34,2.39099
4171,8.342,2.39018
4172,8.344,2.39341
4173,8.346,2.38857
4174,8.348,2.39018
4175,8.35,2.38051
4176,8.352,2.39341
4177,8.354,2.38938
4178,8.356,2.38051
4179,8.358,2.39824
4180,8.36,2.40791
4181,8.362,2.39179
4182,8.364,2.38938
4183,8.366,2.39099
4184,8.368,2.39663
4185,8.37,2.40952
4186,8.372,2.41114
4187,8.374,2.40066
4188,8.376,2.39744
4189,8.378,2.40872
4190,8.38,2.39421
4191,8.382,2.40469
4192,8.384,2.40227
4193,8.386,2.41839
4194,8.388,2.40872
4195,8.39,2.42161
4196,8.392,2.42403
4197,8.394,2.41516
4198,8.396,2.39421
4199,8.398,2.40147
4200,8.4,2.40147
4201,8.402,2.41275
4202,8.404,2.40388
4203,8.406,2.40308
4204,8.408,2.41194
4205,8.41,2.40227
4206,8.412,2.40308
4207,8.414,2.41919
4208,8.416,2.39099
4209,8.418,2.39744
4210,8.42,2.38454
4211,8.422,2.39502
4212,8.424,2.3926
4213,8.426,2.38535
4214,8.428,2.38696
4215,8.43,2.39179
4216,8.432,2.39663
4217,8.434,2.41114
4218,8.436,2.40147
4219,8.438,2.40227
4220,8.44,2.39421
4221,8.442,2.39824
4222,8.444,2.40147
4223,8.446,2.40469
4224,8.448,2.4063
4225,8.45,2.40711
4226,8.452,2.39341
4227,8.454,2.39341
4228,8.456,2.40066
4229,8.458,2.39663
4230,8.46,2.39099
4231,8.462,2.38938
4232,8.464,2.38535
4233,8.466,2.39421
4234,8.468,2.38938
4235,8.47,2.38615
4236,8.472,2.38857
4237,8.474,2.39744
4238,8.476,2.39341
4239,8.478,2.40147
4240,8.48,2.39099
4241,8.482,2.3926
4242,8.484,2.39421
4243,8.486,2.39502
4244,8.488,2.39985
4245,8.49,2.39985
4246,8.492,2.42161
4247,8.494,2.40791
4248,8.496,2.41194
4249,8.498,2.41597
4250,8.5,2.40872
4251,8.502,2.41678
4252,8.504,2.40872
4253,8.506,2.41033
4254,8.508,2.40227
4255,8.51,2.40227
4256,8.512,2.40872
4257,8.514,2.40872
4258,8.516,2.40227
4259,8.518,2.40549
4260,8.52,2.40549
4261,8.522,2.38777
4262,8.524,2.39905
4263,8.526,2.39421
4264,8.528,2.39663
4265,8.53,2.40872
4266,8.532,2.40711
4267,8.534,2.40872
4268,8.536,2.41678
4269,8.538,2.40147
4270,8.54,2.40549
4271,8.542,2.40388
4272,8.544,2.39099
4273,8.546,2.42403
4274,8.548,2.40147
4275,8.55,2.40711
4276,8.552,2.39099
4277,8.554,2.38696
4278,8.556,2.39663
4279,8.558,2.39421
4280,8.56,2.40791
4281,8.562,2.40791
4282,8.564,2.40227
4283,8.566,2.39985
4284,8.568,2.39985
4285,8.57,2.38938
4286,8.572,2.4063
4287,8.574,2.39744
4288,8.576,2.39582
4289,8.578,2.39744
4290,8.58,2.40227
4291,8.582,2.39744
4292,8.584,2.40147
4293,8.586,2.38938
4294,8.588,2.3926
4295,8.59,2.39341
4296,8.592,2.39502
4297,8.594,2.39421
4298,8.596,2.40711
4299,8.598,2.40952
4300,8.6,2.42806
4301,8.602,2.41839
4302,8.604,2.40952
4303,8.606,2.40711
4304,8.608,2.41114
4305,8.61,2.40227
4306,8.612,2.39663
4307,8.614,2.39985
4308,8.616,2.40952
4309,8.618,2.39744
4310,8.62,2.40308
4311,8.622,2.39582
4312,8.624,2.40227
4313,8.626,2.4337
4314,8.628,2.40791
4315,8.63,2.4063
4316,8.632,2.40066
4317,8.634,2.39985
4318,8.636,2.40952
4319,8.638,2.4063
4320,8.64,2.42564
4321,8.642,2.41033
4322,8.644,2.41033
4323,8.646,2.41114
4324,8.648,2.41114
4325,8.65,2.42322
4326,8.652,2.44982
4327,8.654,2.42564
4328,8.656,2.42806
4329,8.658,2.43209
4330,8.66,2.43451
4331,8.662,2.42886
4332,8.664,2.42484
4333,8.666,2.41275
4334,8.668,2.41436
4335,8.67,2.40791
4336,8.672,2.40791
4337,8.674,2.40469
4338,8.676,2.41033
4339,8.678,2.40952
4340,8.68,2.40711
4341,8.682,2.41275
4342,8.684,2.40711
4343,8.686,2.39985
4344,8.688,2.39985
4345,8.69,2.40388
4346,8.692,2.41355
4347,8.694,2.41919
4348,8.696,2.41919
4349,8.698,2.42564
4350,8.7,2.41758
4351,8.702,2.41516
4352,8.704,2.43209
4353,8.706,2.41516
4354,8.708,2.41355
4355,8.71,2.40711
4356,8.712,2.40308
4357,8.714,2.40066
4358,8.716,2.40147
4359,8.718,2.39582
4360,8.72,2.40227
4361,8.722,2.40066
4362,8.724,2.39099
4363,8.726,2.40147
4364,8.728,2.39341
4365,8.73,2.38857
4366,8.732,2.39179
4367,8.734,2.38696
4368,8.736,2.39582
4369,8.738,2.40711
4370,8.74,2.41033
4371,8.742,2.42403
4372,8.744,2.41516
4373,8.746,2.42403
4374,8.748,2.42403
4375,8.75,2.43209
4376,8.752,2.43209
4377,8.754,2.43289
4378,8.756,2.44095
4379,8.758,2.44015
4380,8.76,2.42322
4381,8.762,2.43128
4382,8.764,2.42
4383,8.766,2.42
4384,8.768,2.42403
4385,8.77,2.41436
4386,8.772,2.42
4387,8.774,2.41436
4388,8.776,2.41355
4389,8.778,2.42081
4390,8.78,2.42322
